,,,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017
1000000US484230008005011,484230008005011,"Block 5011, Block Group 5, Census Tract 8, Smith County, Texas",16,3,0,3,0,0,0,0,0,13,13,0,0,0,0,0,0
1000000US484230008005012,484230008005012,"Block 5012, Block Group 5, Census Tract 8, Smith County, Texas",22,2,0,0,0,0,0,0,2,20,10,0,0,0,0,10,0
1000000US484230008005013,484230008005013,"Block 5013, Block Group 5, Census Tract 8, Smith County, Texas",73,55,17,38,0,0,0,0,0,18,9,0,0,0,0,9,0
1000000US484230008005014,484230008005014,"Block 5014, Block Group 5, Census Tract 8, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008005015,484230008005015,"Block 5015, Block Group 5, Census Tract 8, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008005016,484230008005016,"Block 5016, Block Group 5, Census Tract 8, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008005017,484230008005017,"Block 5017, Block Group 5, Census Tract 8, Smith County, Texas",40,13,8,5,0,0,0,0,0,27,19,0,4,0,0,4,0
1000000US484230008005018,484230008005018,"Block 5018, Block Group 5, Census Tract 8, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008005019,484230008005019,"Block 5019, Block Group 5, Census Tract 8, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008005020,484230008005020,"Block 5020, Block Group 5, Census Tract 8, Smith County, Texas",63,50,6,42,0,1,0,0,1,13,12,1,0,0,0,0,0
1000000US484230008005021,484230008005021,"Block 5021, Block Group 5, Census Tract 8, Smith County, Texas",65,28,10,18,0,0,0,0,0,37,19,0,0,0,0,18,0
1000000US484230008005022,484230008005022,"Block 5022, Block Group 5, Census Tract 8, Smith County, Texas",46,31,26,5,0,0,0,0,0,15,7,0,0,0,0,8,0
1000000US484230008005023,484230008005023,"Block 5023, Block Group 5, Census Tract 8, Smith County, Texas",16,11,7,3,0,0,0,1,0,5,5,0,0,0,0,0,0
1000000US484230008005024,484230008005024,"Block 5024, Block Group 5, Census Tract 8, Smith County, Texas",24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008005025,484230008005025,"Block 5025, Block Group 5, Census Tract 8, Smith County, Texas",26,23,23,0,0,0,0,0,0,3,3,0,0,0,0,0,0
1000000US484230008005026,484230008005026,"Block 5026, Block Group 5, Census Tract 8, Smith County, Texas",27,26,26,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1000000US484230008005027,484230008005027,"Block 5027, Block Group 5, Census Tract 8, Smith County, Texas",22,20,20,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1000000US484230008005028,484230008005028,"Block 5028, Block Group 5, Census Tract 8, Smith County, Texas",19,15,15,0,0,0,0,0,0,4,1,0,0,0,0,3,0
1000000US484230008005029,484230008005029,"Block 5029, Block Group 5, Census Tract 8, Smith County, Texas",30,21,9,12,0,0,0,0,0,9,9,0,0,0,0,0,0
1000000US484230008005030,484230008005030,"Block 5030, Block Group 5, Census Tract 8, Smith County, Texas",56,34,24,7,0,0,0,0,3,22,8,3,0,0,0,11,0
1000000US484230008005031,484230008005031,"Block 5031, Block Group 5, Census Tract 8, Smith County, Texas",6,1,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0
1000000US484230008005032,484230008005032,"Block 5032, Block Group 5, Census Tract 8, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008005033,484230008005033,"Block 5033, Block Group 5, Census Tract 8, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008005034,484230008005034,"Block 5034, Block Group 5, Census Tract 8, Smith County, Texas",25,22,22,0,0,0,0,0,0,3,3,0,0,0,0,0,0
1000000US484230008005035,484230008005035,"Block 5035, Block Group 5, Census Tract 8, Smith County, Texas",20,20,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008005036,484230008005036,"Block 5036, Block Group 5, Census Tract 8, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008005037,484230008005037,"Block 5037, Block Group 5, Census Tract 8, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008005038,484230008005038,"Block 5038, Block Group 5, Census Tract 8, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008005039,484230008005039,"Block 5039, Block Group 5, Census Tract 8, Smith County, Texas",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008005040,484230008005040,"Block 5040, Block Group 5, Census Tract 8, Smith County, Texas",30,26,6,18,0,1,0,0,1,4,4,0,0,0,0,0,0
1000000US484230008005041,484230008005041,"Block 5041, Block Group 5, Census Tract 8, Smith County, Texas",11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,9,2
1000000US484230008006000,484230008006000,"Block 6000, Block Group 6, Census Tract 8, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006001,484230008006001,"Block 6001, Block Group 6, Census Tract 8, Smith County, Texas",14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006002,484230008006002,"Block 6002, Block Group 6, Census Tract 8, Smith County, Texas",18,17,17,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1000000US484230008006003,484230008006003,"Block 6003, Block Group 6, Census Tract 8, Smith County, Texas",33,27,27,0,0,0,0,0,0,6,1,0,0,0,0,5,0
1000000US484230008006004,484230008006004,"Block 6004, Block Group 6, Census Tract 8, Smith County, Texas",57,56,54,2,0,0,0,0,0,1,1,0,0,0,0,0,0
1000000US484230008006005,484230008006005,"Block 6005, Block Group 6, Census Tract 8, Smith County, Texas",38,33,31,0,0,1,0,0,1,5,4,0,0,1,0,0,0
1000000US484230008006006,484230008006006,"Block 6006, Block Group 6, Census Tract 8, Smith County, Texas",20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006007,484230008006007,"Block 6007, Block Group 6, Census Tract 8, Smith County, Texas",11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006008,484230008006008,"Block 6008, Block Group 6, Census Tract 8, Smith County, Texas",8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006009,484230008006009,"Block 6009, Block Group 6, Census Tract 8, Smith County, Texas",15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006010,484230008006010,"Block 6010, Block Group 6, Census Tract 8, Smith County, Texas",15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006011,484230008006011,"Block 6011, Block Group 6, Census Tract 8, Smith County, Texas",32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006012,484230008006012,"Block 6012, Block Group 6, Census Tract 8, Smith County, Texas",21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006013,484230008006013,"Block 6013, Block Group 6, Census Tract 8, Smith County, Texas",31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006014,484230008006014,"Block 6014, Block Group 6, Census Tract 8, Smith County, Texas",7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006015,484230008006015,"Block 6015, Block Group 6, Census Tract 8, Smith County, Texas",21,19,19,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1000000US484230008006016,484230008006016,"Block 6016, Block Group 6, Census Tract 8, Smith County, Texas",38,37,28,7,0,0,0,0,2,1,1,0,0,0,0,0,0
1000000US484230008006017,484230008006017,"Block 6017, Block Group 6, Census Tract 8, Smith County, Texas",51,49,41,8,0,0,0,0,0,2,2,0,0,0,0,0,0
1000000US484230008006018,484230008006018,"Block 6018, Block Group 6, Census Tract 8, Smith County, Texas",47,43,35,8,0,0,0,0,0,4,4,0,0,0,0,0,0
1000000US484230008006019,484230008006019,"Block 6019, Block Group 6, Census Tract 8, Smith County, Texas",15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006020,484230008006020,"Block 6020, Block Group 6, Census Tract 8, Smith County, Texas",21,18,18,0,0,0,0,0,0,3,2,0,0,0,0,0,1
1000000US484230008006021,484230008006021,"Block 6021, Block Group 6, Census Tract 8, Smith County, Texas",23,18,18,0,0,0,0,0,0,5,3,0,0,0,0,2,0
1000000US484230008006022,484230008006022,"Block 6022, Block Group 6, Census Tract 8, Smith County, Texas",16,13,13,0,0,0,0,0,0,3,3,0,0,0,0,0,0
1000000US484230008006023,484230008006023,"Block 6023, Block Group 6, Census Tract 8, Smith County, Texas",17,16,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1000000US484230008006024,484230008006024,"Block 6024, Block Group 6, Census Tract 8, Smith County, Texas",40,28,24,3,0,0,0,0,1,12,8,0,0,0,0,4,0
1000000US484230008006025,484230008006025,"Block 6025, Block Group 6, Census Tract 8, Smith County, Texas",24,22,22,0,0,0,0,0,0,2,0,0,0,0,0,2,0
1000000US484230008006026,484230008006026,"Block 6026, Block Group 6, Census Tract 8, Smith County, Texas",32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006027,484230008006027,"Block 6027, Block Group 6, Census Tract 8, Smith County, Texas",32,32,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006028,484230008006028,"Block 6028, Block Group 6, Census Tract 8, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006029,484230008006029,"Block 6029, Block Group 6, Census Tract 8, Smith County, Texas",14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006030,484230008006030,"Block 6030, Block Group 6, Census Tract 8, Smith County, Texas",16,16,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1000000US484230008006031,484230008006031,"Block 6031, Block Group 6, Census Tract 8, Smith County, Texas",15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006032,484230008006032,"Block 6032, Block Group 6, Census Tract 8, Smith County, Texas",23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006033,484230008006033,"Block 6033, Block Group 6, Census Tract 8, Smith County, Texas",12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006034,484230008006034,"Block 6034, Block Group 6, Census Tract 8, Smith County, Texas",20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006035,484230008006035,"Block 6035, Block Group 6, Census Tract 8, Smith County, Texas",15,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006036,484230008006036,"Block 6036, Block Group 6, Census Tract 8, Smith County, Texas",3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006037,484230008006037,"Block 6037, Block Group 6, Census Tract 8, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006038,484230008006038,"Block 6038, Block Group 6, Census Tract 8, Smith County, Texas",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006039,484230008006039,"Block 6039, Block Group 6, Census Tract 8, Smith County, Texas",7,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0
1000000US484230008006040,484230008006040,"Block 6040, Block Group 6, Census Tract 8, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006041,484230008006041,"Block 6041, Block Group 6, Census Tract 8, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006042,484230008006042,"Block 6042, Block Group 6, Census Tract 8, Smith County, Texas",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006043,484230008006043,"Block 6043, Block Group 6, Census Tract 8, Smith County, Texas",40,37,33,4,0,0,0,0,0,3,1,0,0,0,0,0,2
1000000US484230008006044,484230008006044,"Block 6044, Block Group 6, Census Tract 8, Smith County, Texas",27,25,24,1,0,0,0,0,0,2,2,0,0,0,0,0,0
1000000US484230008006045,484230008006045,"Block 6045, Block Group 6, Census Tract 8, Smith County, Texas",21,21,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006046,484230008006046,"Block 6046, Block Group 6, Census Tract 8, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006047,484230008006047,"Block 6047, Block Group 6, Census Tract 8, Smith County, Texas",18,15,15,0,0,0,0,0,0,3,3,0,0,0,0,0,0
1000000US484230008006048,484230008006048,"Block 6048, Block Group 6, Census Tract 8, Smith County, Texas",27,27,14,12,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000US484230008006049,484230008006049,"Block 6049, Block Group 6, Census Tract 8, Smith County, Texas",22,22,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006050,484230008006050,"Block 6050, Block Group 6, Census Tract 8, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006051,484230008006051,"Block 6051, Block Group 6, Census Tract 8, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006052,484230008006052,"Block 6052, Block Group 6, Census Tract 8, Smith County, Texas",15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006053,484230008006053,"Block 6053, Block Group 6, Census Tract 8, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006054,484230008006054,"Block 6054, Block Group 6, Census Tract 8, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006055,484230008006055,"Block 6055, Block Group 6, Census Tract 8, Smith County, Texas",11,10,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1000000US484230008006056,484230008006056,"Block 6056, Block Group 6, Census Tract 8, Smith County, Texas",6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006057,484230008006057,"Block 6057, Block Group 6, Census Tract 8, Smith County, Texas",17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230008006058,484230008006058,"Block 6058, Block Group 6, Census Tract 8, Smith County, Texas",16,15,15,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1000000US484230009001000,484230009001000,"Block 1000, Block Group 1, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009001001,484230009001001,"Block 1001, Block Group 1, Census Tract 9, Smith County, Texas",5,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,1
1000000US484230009001002,484230009001002,"Block 1002, Block Group 1, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009001003,484230009001003,"Block 1003, Block Group 1, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009001004,484230009001004,"Block 1004, Block Group 1, Census Tract 9, Smith County, Texas",344,267,194,72,0,0,0,0,1,77,35,0,2,0,0,35,5
1000000US484230009001005,484230009001005,"Block 1005, Block Group 1, Census Tract 9, Smith County, Texas",58,40,21,16,0,0,1,1,1,18,6,0,0,0,0,12,0
1000000US484230009001006,484230009001006,"Block 1006, Block Group 1, Census Tract 9, Smith County, Texas",64,39,8,29,2,0,0,0,0,25,12,0,0,0,0,13,0
1000000US484230009001007,484230009001007,"Block 1007, Block Group 1, Census Tract 9, Smith County, Texas",53,42,26,16,0,0,0,0,0,11,0,0,0,0,0,10,1
1000000US484230009001008,484230009001008,"Block 1008, Block Group 1, Census Tract 9, Smith County, Texas",80,57,30,26,0,0,0,1,0,23,17,0,0,0,0,6,0
1000000US484230009001009,484230009001009,"Block 1009, Block Group 1, Census Tract 9, Smith County, Texas",18,15,7,8,0,0,0,0,0,3,0,0,0,0,0,3,0
1000000US484230009001010,484230009001010,"Block 1010, Block Group 1, Census Tract 9, Smith County, Texas",10,5,1,1,0,0,0,0,3,5,5,0,0,0,0,0,0
1000000US484230009001011,484230009001011,"Block 1011, Block Group 1, Census Tract 9, Smith County, Texas",88,75,50,20,0,0,0,0,5,13,12,0,0,0,0,0,1
1000000US484230009001012,484230009001012,"Block 1012, Block Group 1, Census Tract 9, Smith County, Texas",103,81,42,39,0,0,0,0,0,22,0,0,0,0,0,22,0
1000000US484230009001013,484230009001013,"Block 1013, Block Group 1, Census Tract 9, Smith County, Texas",34,27,16,9,0,0,0,0,2,7,1,0,6,0,0,0,0
1000000US484230009001014,484230009001014,"Block 1014, Block Group 1, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009001015,484230009001015,"Block 1015, Block Group 1, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009001016,484230009001016,"Block 1016, Block Group 1, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009002000,484230009002000,"Block 2000, Block Group 2, Census Tract 9, Smith County, Texas",305,243,185,44,0,7,0,0,7,62,22,0,0,2,0,30,8
1000000US484230009002001,484230009002001,"Block 2001, Block Group 2, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009002002,484230009002002,"Block 2002, Block Group 2, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009002003,484230009002003,"Block 2003, Block Group 2, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009002004,484230009002004,"Block 2004, Block Group 2, Census Tract 9, Smith County, Texas",7,2,2,0,0,0,0,0,0,5,5,0,0,0,0,0,0
1000000US484230009002005,484230009002005,"Block 2005, Block Group 2, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009002006,484230009002006,"Block 2006, Block Group 2, Census Tract 9, Smith County, Texas",47,27,8,19,0,0,0,0,0,20,6,0,0,0,0,14,0
1000000US484230009002007,484230009002007,"Block 2007, Block Group 2, Census Tract 9, Smith County, Texas",79,23,8,13,1,0,0,0,1,56,15,4,0,0,0,36,1
1000000US484230009002008,484230009002008,"Block 2008, Block Group 2, Census Tract 9, Smith County, Texas",50,17,8,9,0,0,0,0,0,33,18,0,1,0,0,13,1
1000000US484230009002009,484230009002009,"Block 2009, Block Group 2, Census Tract 9, Smith County, Texas",30,2,1,1,0,0,0,0,0,28,11,0,0,0,0,17,0
1000000US484230009002010,484230009002010,"Block 2010, Block Group 2, Census Tract 9, Smith County, Texas",73,39,10,23,5,0,0,0,1,34,8,0,0,0,0,25,1
1000000US484230009002011,484230009002011,"Block 2011, Block Group 2, Census Tract 9, Smith County, Texas",60,26,8,8,0,6,0,0,4,34,11,0,0,0,0,23,0
1000000US484230009002012,484230009002012,"Block 2012, Block Group 2, Census Tract 9, Smith County, Texas",63,15,7,8,0,0,0,0,0,48,19,0,0,0,0,28,1
1000000US484230009002013,484230009002013,"Block 2013, Block Group 2, Census Tract 9, Smith County, Texas",39,5,4,0,0,0,0,0,1,34,17,0,0,0,0,13,4
1000000US484230009002014,484230009002014,"Block 2014, Block Group 2, Census Tract 9, Smith County, Texas",28,7,3,4,0,0,0,0,0,21,8,0,0,0,0,13,0
1000000US484230009002015,484230009002015,"Block 2015, Block Group 2, Census Tract 9, Smith County, Texas",124,48,17,31,0,0,0,0,0,76,25,1,1,0,0,45,4
1000000US484230009002016,484230009002016,"Block 2016, Block Group 2, Census Tract 9, Smith County, Texas",103,47,39,6,0,0,0,0,2,56,34,0,0,0,0,22,0
1000000US484230009002017,484230009002017,"Block 2017, Block Group 2, Census Tract 9, Smith County, Texas",24,3,1,2,0,0,0,0,0,21,3,1,0,0,0,17,0
1000000US484230009002018,484230009002018,"Block 2018, Block Group 2, Census Tract 9, Smith County, Texas",217,150,95,52,2,1,0,0,0,67,26,0,0,0,0,28,13
1000000US484230009002019,484230009002019,"Block 2019, Block Group 2, Census Tract 9, Smith County, Texas",22,9,3,6,0,0,0,0,0,13,9,0,0,0,0,4,0
1000000US484230009002020,484230009002020,"Block 2020, Block Group 2, Census Tract 9, Smith County, Texas",42,12,9,3,0,0,0,0,0,30,13,0,0,0,0,17,0
1000000US484230009002021,484230009002021,"Block 2021, Block Group 2, Census Tract 9, Smith County, Texas",43,18,5,10,1,0,0,0,2,25,19,0,0,0,0,5,1
1000000US484230009002022,484230009002022,"Block 2022, Block Group 2, Census Tract 9, Smith County, Texas",23,7,6,1,0,0,0,0,0,16,1,0,0,0,0,13,2
1000000US484230009002023,484230009002023,"Block 2023, Block Group 2, Census Tract 9, Smith County, Texas",34,26,15,11,0,0,0,0,0,8,2,0,0,0,0,6,0
1000000US484230009002024,484230009002024,"Block 2024, Block Group 2, Census Tract 9, Smith County, Texas",42,14,5,9,0,0,0,0,0,28,24,0,0,0,0,4,0
1000000US484230009002025,484230009002025,"Block 2025, Block Group 2, Census Tract 9, Smith County, Texas",28,21,16,5,0,0,0,0,0,7,4,0,0,0,0,3,0
1000000US484230009002026,484230009002026,"Block 2026, Block Group 2, Census Tract 9, Smith County, Texas",33,20,15,5,0,0,0,0,0,13,9,0,0,0,0,4,0
1000000US484230009002027,484230009002027,"Block 2027, Block Group 2, Census Tract 9, Smith County, Texas",50,32,11,21,0,0,0,0,0,18,14,0,0,0,0,4,0
1000000US484230009002028,484230009002028,"Block 2028, Block Group 2, Census Tract 9, Smith County, Texas",23,15,6,9,0,0,0,0,0,8,3,0,0,0,0,4,1
1000000US484230009002029,484230009002029,"Block 2029, Block Group 2, Census Tract 9, Smith County, Texas",208,205,148,56,0,0,0,0,1,3,1,0,0,0,0,1,1
1000000US484230009002030,484230009002030,"Block 2030, Block Group 2, Census Tract 9, Smith County, Texas",52,39,16,23,0,0,0,0,0,13,12,1,0,0,0,0,0
1000000US484230009002031,484230009002031,"Block 2031, Block Group 2, Census Tract 9, Smith County, Texas",38,27,20,7,0,0,0,0,0,11,3,2,0,0,0,6,0
1000000US484230009002032,484230009002032,"Block 2032, Block Group 2, Census Tract 9, Smith County, Texas",53,32,15,17,0,0,0,0,0,21,9,0,0,0,0,12,0
1000000US484230009002033,484230009002033,"Block 2033, Block Group 2, Census Tract 9, Smith County, Texas",40,14,10,4,0,0,0,0,0,26,10,0,0,0,0,16,0
1000000US484230009002034,484230009002034,"Block 2034, Block Group 2, Census Tract 9, Smith County, Texas",38,22,18,4,0,0,0,0,0,16,3,0,6,0,0,7,0
1000000US484230009003000,484230009003000,"Block 3000, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003001,484230009003001,"Block 3001, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003002,484230009003002,"Block 3002, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003003,484230009003003,"Block 3003, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003004,484230009003004,"Block 3004, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003005,484230009003005,"Block 3005, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003006,484230009003006,"Block 3006, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003007,484230009003007,"Block 3007, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003008,484230009003008,"Block 3008, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003009,484230009003009,"Block 3009, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003010,484230009003010,"Block 3010, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003011,484230009003011,"Block 3011, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003012,484230009003012,"Block 3012, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003013,484230009003013,"Block 3013, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003014,484230009003014,"Block 3014, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003015,484230009003015,"Block 3015, Block Group 3, Census Tract 9, Smith County, Texas",7,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003016,484230009003016,"Block 3016, Block Group 3, Census Tract 9, Smith County, Texas",30,16,16,0,0,0,0,0,0,14,1,0,0,0,0,13,0
1000000US484230009003017,484230009003017,"Block 3017, Block Group 3, Census Tract 9, Smith County, Texas",33,4,4,0,0,0,0,0,0,29,17,0,0,0,0,12,0
1000000US484230009003018,484230009003018,"Block 3018, Block Group 3, Census Tract 9, Smith County, Texas",116,102,30,55,0,11,0,0,6,14,7,0,0,1,0,6,0
1000000US484230009003019,484230009003019,"Block 3019, Block Group 3, Census Tract 9, Smith County, Texas",149,54,7,46,0,0,0,0,1,95,24,6,0,0,0,52,13
1000000US484230009003020,484230009003020,"Block 3020, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003021,484230009003021,"Block 3021, Block Group 3, Census Tract 9, Smith County, Texas",7,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003022,484230009003022,"Block 3022, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003023,484230009003023,"Block 3023, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003024,484230009003024,"Block 3024, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003025,484230009003025,"Block 3025, Block Group 3, Census Tract 9, Smith County, Texas",17,8,5,3,0,0,0,0,0,9,9,0,0,0,0,0,0
1000000US484230009003026,484230009003026,"Block 3026, Block Group 3, Census Tract 9, Smith County, Texas",14,5,1,1,3,0,0,0,0,9,5,0,0,0,0,3,1
1000000US484230009003027,484230009003027,"Block 3027, Block Group 3, Census Tract 9, Smith County, Texas",23,13,7,5,0,0,0,0,1,10,5,0,0,0,0,5,0
1000000US484230009003028,484230009003028,"Block 3028, Block Group 3, Census Tract 9, Smith County, Texas",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230009003029,484230009003029,"Block 3029, Block Group 3, Census Tract 9, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
