,,,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017
1000000US484230014011080,484230014011080,"Block 1080, Block Group 1, Census Tract 14.01, Smith County, Texas",5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011081,484230014011081,"Block 1081, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011082,484230014011082,"Block 1082, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011083,484230014011083,"Block 1083, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011084,484230014011084,"Block 1084, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011085,484230014011085,"Block 1085, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011086,484230014011086,"Block 1086, Block Group 1, Census Tract 14.01, Smith County, Texas",28,28,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011087,484230014011087,"Block 1087, Block Group 1, Census Tract 14.01, Smith County, Texas",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011088,484230014011088,"Block 1088, Block Group 1, Census Tract 14.01, Smith County, Texas",24,21,21,0,0,0,0,0,0,3,3,0,0,0,0,0,0
1000000US484230014011089,484230014011089,"Block 1089, Block Group 1, Census Tract 14.01, Smith County, Texas",6,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000US484230014011090,484230014011090,"Block 1090, Block Group 1, Census Tract 14.01, Smith County, Texas",30,24,22,1,0,0,0,0,1,6,3,0,0,0,0,0,3
1000000US484230014011091,484230014011091,"Block 1091, Block Group 1, Census Tract 14.01, Smith County, Texas",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011092,484230014011092,"Block 1092, Block Group 1, Census Tract 14.01, Smith County, Texas",19,19,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011093,484230014011093,"Block 1093, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011094,484230014011094,"Block 1094, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011095,484230014011095,"Block 1095, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011096,484230014011096,"Block 1096, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011097,484230014011097,"Block 1097, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011098,484230014011098,"Block 1098, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011099,484230014011099,"Block 1099, Block Group 1, Census Tract 14.01, Smith County, Texas",11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011100,484230014011100,"Block 1100, Block Group 1, Census Tract 14.01, Smith County, Texas",22,18,18,0,0,0,0,0,0,4,2,0,0,0,0,0,2
1000000US484230014011101,484230014011101,"Block 1101, Block Group 1, Census Tract 14.01, Smith County, Texas",33,16,16,0,0,0,0,0,0,17,17,0,0,0,0,0,0
1000000US484230014011102,484230014011102,"Block 1102, Block Group 1, Census Tract 14.01, Smith County, Texas",12,8,8,0,0,0,0,0,0,4,4,0,0,0,0,0,0
1000000US484230014011103,484230014011103,"Block 1103, Block Group 1, Census Tract 14.01, Smith County, Texas",44,44,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000US484230014011104,484230014011104,"Block 1104, Block Group 1, Census Tract 14.01, Smith County, Texas",27,25,25,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1000000US484230014011105,484230014011105,"Block 1105, Block Group 1, Census Tract 14.01, Smith County, Texas",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011106,484230014011106,"Block 1106, Block Group 1, Census Tract 14.01, Smith County, Texas",6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011107,484230014011107,"Block 1107, Block Group 1, Census Tract 14.01, Smith County, Texas",12,12,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000US484230014011108,484230014011108,"Block 1108, Block Group 1, Census Tract 14.01, Smith County, Texas",11,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011109,484230014011109,"Block 1109, Block Group 1, Census Tract 14.01, Smith County, Texas",90,88,85,0,1,0,0,0,2,2,0,0,0,0,0,2,0
1000000US484230014011110,484230014011110,"Block 1110, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011111,484230014011111,"Block 1111, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011112,484230014011112,"Block 1112, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011113,484230014011113,"Block 1113, Block Group 1, Census Tract 14.01, Smith County, Texas",65,55,53,2,0,0,0,0,0,10,10,0,0,0,0,0,0
1000000US484230014011114,484230014011114,"Block 1114, Block Group 1, Census Tract 14.01, Smith County, Texas",7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011115,484230014011115,"Block 1115, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011116,484230014011116,"Block 1116, Block Group 1, Census Tract 14.01, Smith County, Texas",5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011117,484230014011117,"Block 1117, Block Group 1, Census Tract 14.01, Smith County, Texas",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011118,484230014011118,"Block 1118, Block Group 1, Census Tract 14.01, Smith County, Texas",5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011119,484230014011119,"Block 1119, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011120,484230014011120,"Block 1120, Block Group 1, Census Tract 14.01, Smith County, Texas",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011121,484230014011121,"Block 1121, Block Group 1, Census Tract 14.01, Smith County, Texas",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011122,484230014011122,"Block 1122, Block Group 1, Census Tract 14.01, Smith County, Texas",5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011123,484230014011123,"Block 1123, Block Group 1, Census Tract 14.01, Smith County, Texas",16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011124,484230014011124,"Block 1124, Block Group 1, Census Tract 14.01, Smith County, Texas",171,166,156,4,0,2,1,0,3,5,5,0,0,0,0,0,0
1000000US484230014011125,484230014011125,"Block 1125, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011126,484230014011126,"Block 1126, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011127,484230014011127,"Block 1127, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011128,484230014011128,"Block 1128, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011129,484230014011129,"Block 1129, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011130,484230014011130,"Block 1130, Block Group 1, Census Tract 14.01, Smith County, Texas",16,15,15,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1000000US484230014011131,484230014011131,"Block 1131, Block Group 1, Census Tract 14.01, Smith County, Texas",14,11,11,0,0,0,0,0,0,3,3,0,0,0,0,0,0
1000000US484230014011132,484230014011132,"Block 1132, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011133,484230014011133,"Block 1133, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011134,484230014011134,"Block 1134, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011135,484230014011135,"Block 1135, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014011136,484230014011136,"Block 1136, Block Group 1, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012000,484230014012000,"Block 2000, Block Group 2, Census Tract 14.01, Smith County, Texas",44,40,40,0,0,0,0,0,0,4,4,0,0,0,0,0,0
1000000US484230014012001,484230014012001,"Block 2001, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012002,484230014012002,"Block 2002, Block Group 2, Census Tract 14.01, Smith County, Texas",65,62,57,5,0,0,0,0,0,3,0,0,0,0,0,3,0
1000000US484230014012003,484230014012003,"Block 2003, Block Group 2, Census Tract 14.01, Smith County, Texas",48,48,19,29,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012004,484230014012004,"Block 2004, Block Group 2, Census Tract 14.01, Smith County, Texas",31,29,27,0,1,0,0,0,1,2,2,0,0,0,0,0,0
1000000US484230014012005,484230014012005,"Block 2005, Block Group 2, Census Tract 14.01, Smith County, Texas",80,75,67,6,2,0,0,0,0,5,5,0,0,0,0,0,0
1000000US484230014012006,484230014012006,"Block 2006, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012007,484230014012007,"Block 2007, Block Group 2, Census Tract 14.01, Smith County, Texas",76,72,72,0,0,0,0,0,0,4,0,0,0,0,0,4,0
1000000US484230014012008,484230014012008,"Block 2008, Block Group 2, Census Tract 14.01, Smith County, Texas",23,23,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000US484230014012009,484230014012009,"Block 2009, Block Group 2, Census Tract 14.01, Smith County, Texas",26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012010,484230014012010,"Block 2010, Block Group 2, Census Tract 14.01, Smith County, Texas",12,11,11,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1000000US484230014012011,484230014012011,"Block 2011, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012012,484230014012012,"Block 2012, Block Group 2, Census Tract 14.01, Smith County, Texas",6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012013,484230014012013,"Block 2013, Block Group 2, Census Tract 14.01, Smith County, Texas",42,39,38,0,0,0,0,0,1,3,3,0,0,0,0,0,0
1000000US484230014012014,484230014012014,"Block 2014, Block Group 2, Census Tract 14.01, Smith County, Texas",7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012015,484230014012015,"Block 2015, Block Group 2, Census Tract 14.01, Smith County, Texas",14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012016,484230014012016,"Block 2016, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012017,484230014012017,"Block 2017, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012018,484230014012018,"Block 2018, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012019,484230014012019,"Block 2019, Block Group 2, Census Tract 14.01, Smith County, Texas",18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012020,484230014012020,"Block 2020, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012021,484230014012021,"Block 2021, Block Group 2, Census Tract 14.01, Smith County, Texas",46,41,41,0,0,0,0,0,0,5,5,0,0,0,0,0,0
1000000US484230014012022,484230014012022,"Block 2022, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012023,484230014012023,"Block 2023, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012024,484230014012024,"Block 2024, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012025,484230014012025,"Block 2025, Block Group 2, Census Tract 14.01, Smith County, Texas",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012026,484230014012026,"Block 2026, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012027,484230014012027,"Block 2027, Block Group 2, Census Tract 14.01, Smith County, Texas",11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012028,484230014012028,"Block 2028, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012029,484230014012029,"Block 2029, Block Group 2, Census Tract 14.01, Smith County, Texas",7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012030,484230014012030,"Block 2030, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012031,484230014012031,"Block 2031, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012032,484230014012032,"Block 2032, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012033,484230014012033,"Block 2033, Block Group 2, Census Tract 14.01, Smith County, Texas",55,55,50,1,0,0,0,0,4,0,0,0,0,0,0,0,0
1000000US484230014012034,484230014012034,"Block 2034, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012035,484230014012035,"Block 2035, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012036,484230014012036,"Block 2036, Block Group 2, Census Tract 14.01, Smith County, Texas",92,79,79,0,0,0,0,0,0,13,13,0,0,0,0,0,0
1000000US484230014012037,484230014012037,"Block 2037, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012038,484230014012038,"Block 2038, Block Group 2, Census Tract 14.01, Smith County, Texas",4,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000US484230014012039,484230014012039,"Block 2039, Block Group 2, Census Tract 14.01, Smith County, Texas",65,63,36,17,0,7,0,0,3,2,2,0,0,0,0,0,0
1000000US484230014012040,484230014012040,"Block 2040, Block Group 2, Census Tract 14.01, Smith County, Texas",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012041,484230014012041,"Block 2041, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012042,484230014012042,"Block 2042, Block Group 2, Census Tract 14.01, Smith County, Texas",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012043,484230014012043,"Block 2043, Block Group 2, Census Tract 14.01, Smith County, Texas",65,59,46,12,1,0,0,0,0,6,6,0,0,0,0,0,0
1000000US484230014012044,484230014012044,"Block 2044, Block Group 2, Census Tract 14.01, Smith County, Texas",5,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000US484230014012045,484230014012045,"Block 2045, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012046,484230014012046,"Block 2046, Block Group 2, Census Tract 14.01, Smith County, Texas",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012047,484230014012047,"Block 2047, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012048,484230014012048,"Block 2048, Block Group 2, Census Tract 14.01, Smith County, Texas",24,23,23,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1000000US484230014012049,484230014012049,"Block 2049, Block Group 2, Census Tract 14.01, Smith County, Texas",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012050,484230014012050,"Block 2050, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012051,484230014012051,"Block 2051, Block Group 2, Census Tract 14.01, Smith County, Texas",53,53,31,0,0,22,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012052,484230014012052,"Block 2052, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012053,484230014012053,"Block 2053, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012054,484230014012054,"Block 2054, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012055,484230014012055,"Block 2055, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012056,484230014012056,"Block 2056, Block Group 2, Census Tract 14.01, Smith County, Texas",16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012057,484230014012057,"Block 2057, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012058,484230014012058,"Block 2058, Block Group 2, Census Tract 14.01, Smith County, Texas",143,136,123,13,0,0,0,0,0,7,3,0,0,0,0,1,3
1000000US484230014012059,484230014012059,"Block 2059, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012060,484230014012060,"Block 2060, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012061,484230014012061,"Block 2061, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012062,484230014012062,"Block 2062, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012063,484230014012063,"Block 2063, Block Group 2, Census Tract 14.01, Smith County, Texas",59,53,47,2,1,3,0,0,0,6,6,0,0,0,0,0,0
1000000US484230014012064,484230014012064,"Block 2064, Block Group 2, Census Tract 14.01, Smith County, Texas",128,116,112,1,3,0,0,0,0,12,10,0,0,0,0,2,0
1000000US484230014012065,484230014012065,"Block 2065, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012066,484230014012066,"Block 2066, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012067,484230014012067,"Block 2067, Block Group 2, Census Tract 14.01, Smith County, Texas",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012068,484230014012068,"Block 2068, Block Group 2, Census Tract 14.01, Smith County, Texas",24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012069,484230014012069,"Block 2069, Block Group 2, Census Tract 14.01, Smith County, Texas",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012070,484230014012070,"Block 2070, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012071,484230014012071,"Block 2071, Block Group 2, Census Tract 14.01, Smith County, Texas",3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012072,484230014012072,"Block 2072, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012073,484230014012073,"Block 2073, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012074,484230014012074,"Block 2074, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012075,484230014012075,"Block 2075, Block Group 2, Census Tract 14.01, Smith County, Texas",25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012076,484230014012076,"Block 2076, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012077,484230014012077,"Block 2077, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012078,484230014012078,"Block 2078, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012079,484230014012079,"Block 2079, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012080,484230014012080,"Block 2080, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012081,484230014012081,"Block 2081, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012082,484230014012082,"Block 2082, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012083,484230014012083,"Block 2083, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012084,484230014012084,"Block 2084, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012085,484230014012085,"Block 2085, Block Group 2, Census Tract 14.01, Smith County, Texas",32,32,29,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1000000US484230014012086,484230014012086,"Block 2086, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012087,484230014012087,"Block 2087, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012088,484230014012088,"Block 2088, Block Group 2, Census Tract 14.01, Smith County, Texas",6,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012089,484230014012089,"Block 2089, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012090,484230014012090,"Block 2090, Block Group 2, Census Tract 14.01, Smith County, Texas",27,26,22,4,0,0,0,0,0,1,0,0,0,0,0,1,0
1000000US484230014012091,484230014012091,"Block 2091, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012092,484230014012092,"Block 2092, Block Group 2, Census Tract 14.01, Smith County, Texas",17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012093,484230014012093,"Block 2093, Block Group 2, Census Tract 14.01, Smith County, Texas",103,103,101,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1000000US484230014012094,484230014012094,"Block 2094, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012095,484230014012095,"Block 2095, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012096,484230014012096,"Block 2096, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012097,484230014012097,"Block 2097, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012098,484230014012098,"Block 2098, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012099,484230014012099,"Block 2099, Block Group 2, Census Tract 14.01, Smith County, Texas",15,15,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012100,484230014012100,"Block 2100, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012101,484230014012101,"Block 2101, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012102,484230014012102,"Block 2102, Block Group 2, Census Tract 14.01, Smith County, Texas",2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012103,484230014012103,"Block 2103, Block Group 2, Census Tract 14.01, Smith County, Texas",16,16,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1000000US484230014012104,484230014012104,"Block 2104, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012105,484230014012105,"Block 2105, Block Group 2, Census Tract 14.01, Smith County, Texas",4,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1000000US484230014012106,484230014012106,"Block 2106, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012107,484230014012107,"Block 2107, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012108,484230014012108,"Block 2108, Block Group 2, Census Tract 14.01, Smith County, Texas",61,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012109,484230014012109,"Block 2109, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000US484230014012110,484230014012110,"Block 2110, Block Group 2, Census Tract 14.01, Smith County, Texas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
